search URL:,https://patents.google.com/?assignee=Tesla+Motors%252c+Inc&after=priority:20130101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
DE-102015113514-A1,Welding and soldering of transistor leads ,"Tesla Motors, Inc.","Robert James Ramm, Dino Sasaridis, Colin Campbell, Wenjun Liu",2014-12-01,2015-08-17,2016-06-02,,https://patents.google.com/patent/DE102015113514A1/en,https://patentimages.storage.googleapis.com/ec/89/e7/6daff172848e52/DE102015113514A1_0002.png
US-2015061321-A1,Extruded member with altered radial fins ,"Tesla Motors, Inc.",Michael J. Baldwin,2013-04-29,2014-10-23,2015-03-05,,https://patents.google.com/patent/US20150061321A1/en,https://patentimages.storage.googleapis.com/88/98/bc/a5f337b466d143/US20150061321A1-20150305-D00000.png
US-2017133316-A1,Semiconductor device with stacked terminals ,"Tesla Motors, Inc.","Wenjun Liu, Robert James Ramm, Colin Kenneth Campbell",2015-09-25,2016-09-23,2017-05-11,,https://patents.google.com/patent/US20170133316A1/en,https://patentimages.storage.googleapis.com/5d/7d/74/74d9488dc2a166/US20170133316A1-20170511-D00000.png
US-2017087605-A1,Closed-loop thermal servicing of solvent-refining columns ,"Tesla Motors, Inc.",Ryan Melsert,2015-09-28,2015-09-28,2017-03-30,,https://patents.google.com/patent/US20170087605A1/en,https://patentimages.storage.googleapis.com/6a/88/54/278a363b5e1c7d/US20170087605A1-20170330-D00000.png
CN-105656222-A,Cantilever stator ,特斯拉汽车公司,"E·M·小皮尔斯, J·罗宾斯, S·海纳斯, D·F·纳尔逊, G·A·平克利, M·鲍尔萨莫, A·E·巴顿",2014-12-01,2015-09-18,2016-06-08,,https://patents.google.com/patent/CN105656222A/en,
US-9855908-B2,Load limiter configuration using multidimensional model ,"Tesla, Inc.","John Cooper, Madan Gopal, Bruno A Luz, Honglu Zhang",2016-01-12,2016-01-12,2018-01-02,2018-01-02,https://patents.google.com/patent/US9855908B2/en,https://patentimages.storage.googleapis.com/49/32/70/228ebfc4303786/US09855908-20180102-D00000.png
US-2017184345-A1,Heat-recovering temperature-gradient based oven system ,"Tesla Motors, Inc.","Christopher Gandhi Van Dyke, Turner Boris Caldwell",2015-12-23,2016-12-16,2017-06-29,,https://patents.google.com/patent/US20170184345A1/en,https://patentimages.storage.googleapis.com/0e/05/9d/63b0237be1d118/US20170184345A1-20170629-D00000.png
US-D775005-S,Motor vehicle front bumper with hood ,"Tesla Motors, Inc.","Bernard Lee, Franz Von Holzhausen, David T Imai",2015-07-07,2015-07-07,2016-12-27,2016-12-27,https://patents.google.com/patent/USD775005S1/en,https://patentimages.storage.googleapis.com/31/f7/51/cb54214f582e6f/USD0775005-20161227-D00000.png
CN-105870507-A,Cell manufacturing using liquid-based thermal system ,特斯拉汽车公司,鹤田邦夫,2015-02-09,2016-02-14,2016-08-17,,https://patents.google.com/patent/CN105870507A/en,
CN-105580254-A,Flux shield for electric motor ,特斯拉汽车公司,"K·拉斯卡里斯, A·D·巴格里诺, C·弗雷, D·F·纳尔逊",2013-11-01,2014-10-29,2016-05-11,,https://patents.google.com/patent/CN105580254A/en,
US-D783484-S,Vehicle rear ,"Telsa, Inc.","Bernard Lee, Julien Bilodeau, Franz Von Holzhausen, David T Imai",2016-03-30,2016-03-30,2017-04-11,2017-04-11,https://patents.google.com/patent/USD783484S1/en,https://patentimages.storage.googleapis.com/66/e5/78/2c283196f4ac88/USD0783484-20170411-D00000.png
US-2015060558-A1,Hvac system with positive temperature coefficient varying along length of heat rod ,"Tesla Motors, Inc.","Vincent G. Johnston, Curt R. O'Donnell",2013-09-03,2013-09-03,2015-03-05,,https://patents.google.com/patent/US20150060558A1/en,https://patentimages.storage.googleapis.com/3b/cd/de/6ad9784b498e8c/US20150060558A1-20150305-D00000.png
US-2015298740-A1,Adapter for crush rail and torque box ,"Tesla Motors, Inc.","N. Petter WINBERG, Timothy L. Sheldon, Sachin Shrimant Sawant",2014-04-17,2014-04-17,2015-10-22,,https://patents.google.com/patent/US20150298740A1/en,https://patentimages.storage.googleapis.com/9a/df/ef/6f4c704067fb77/US20150298740A1-20151022-D00000.png
US-2015298520-A1,Controlling a compressor for air suspension of electric vehicle ,"Tesla Motors, Inc.","Bradley W. Hayes, Daniel Joseph MARIONI",2014-04-17,2014-04-17,2015-10-22,,https://patents.google.com/patent/US20150298520A1/en,https://patentimages.storage.googleapis.com/c8/20/a1/96af863b2c7067/US20150298520A1-20151022-D00000.png
US-2017057552-A1,B-pillar deformation mode ,"Tesla Motors, Inc.","Sekhar R. B. REDDY, Andy Kung, Dan MOLL, Ash WILLIAMS",2015-09-02,2015-12-15,2017-03-02,,https://patents.google.com/patent/US20170057552A1/en,https://patentimages.storage.googleapis.com/5b/4c/75/56e222e8da1861/US20170057552A1-20170302-D00000.png
US-D780653-S,Vehicle trunk lid ,"Tesla Motors, Inc.","Bernard Lee, Julien Bilodeau, Franz Von Holzhausen, David T Imai",2016-03-30,2016-03-30,2017-03-07,2017-03-07,https://patents.google.com/patent/USD780653S1/en,https://patentimages.storage.googleapis.com/1a/d8/73/94b691c517d57c/USD0780653-20170307-D00000.png
US-D817831-S,Vehicle sun visor ,"Tesla, Inc.","Julien Bilodeau, David T Imai, Franz Von Holzhausen",2016-03-30,2016-03-30,2018-05-15,2018-05-15,https://patents.google.com/patent/USD817831S1/en,https://patentimages.storage.googleapis.com/b9/ad/31/fe4c4a62bcdf10/USD0817831-20180515-D00000.png
US-2017294652-A1,Drying procedure in manufacturing process for cathode material ,"Tesla Motors, Inc.","Shinji Arimoto, Kunio Tsuruta, Rene LeBlanc, Ryan Melsert",2016-04-11,2016-04-11,2017-10-12,,https://patents.google.com/patent/US20170294652A1/en,https://patentimages.storage.googleapis.com/86/70/14/d4f501b91a34fe/US20170294652A1-20171012-D00000.png
US-2015298744-A1,Torque box with shear planes at inner joint ,"Tesla Motors, Inc.","N. Petter WINBERG, Tom Spencer, Sachin Shrimant Sawant, Malcolm Burgess",2014-04-17,2014-04-17,2015-10-22,,https://patents.google.com/patent/US20150298744A1/en,https://patentimages.storage.googleapis.com/62/1e/17/eb7680a70bc739/US20150298744A1-20151022-D00000.png
US-D791025-S,Automobile front bumper and hood ,"Tesla, Inc.","Bernard Lee, Franz Von Holzhausen, David T Imai",2016-03-30,2016-03-30,2017-07-04,2017-07-04,https://patents.google.com/patent/USD791025S1/en,https://patentimages.storage.googleapis.com/67/42/3b/8bd23c91586fe7/USD0791025-20170704-D00000.png
WO-2017136221-A1,Pyrotechnic disconnect with arc splitter plates ,"Tesla Motors, Inc.","Mark Goldman, Jeff CORTES, Jeffrey G. Reichbach",2016-02-04,2017-01-27,2017-08-10,,https://patents.google.com/patent/WO2017136221A1/en,
US-2017260034-A1,Prying tool for high-voltage battery pack ,"Tesla Motors, Inc.","Michael Letchworth, Ruben ALEMAN, Geoff CUTLER",2016-03-12,2016-03-12,2017-09-14,,https://patents.google.com/patent/US20170260034A1/en,https://patentimages.storage.googleapis.com/1f/38/81/00bf1b047a8609/US20170260034A1-20170914-D00000.png
US-2015305192-A1,Dielectric thermal pad using dual-sided thermally conductive adhesive on ceramic ,"Tesla Motors, Inc.","William T. Chi, Don Chiu, Christopher James TILTON",2014-04-16,2015-04-16,2015-10-22,,https://patents.google.com/patent/US20150305192A1/en,https://patentimages.storage.googleapis.com/c7/f9/b4/7b3ad85fceed8a/US20150305192A1-20151022-D00000.png
CN-105656255-A,Geometries of rotor end ring and stator end turns ,特斯拉汽车公司,"K·拉斯卡里斯, A·D·巴格里诺",2014-12-01,2015-10-10,2016-06-08,,https://patents.google.com/patent/CN105656255A/en,
US-2017282697-A1,Moveable panel system for non-parallel tracks ,"Tesla Motors, Inc.","Howard BARBER, Steve Klotz, Paul Connolly",2016-03-31,2016-03-31,2017-10-05,,https://patents.google.com/patent/US20170282697A1/en,https://patentimages.storage.googleapis.com/0f/3c/48/aab55dc2aa679c/US20170282697A1-20171005-D00000.png
US-2014326351-A1,Extrusion piece with dissimilar ends ,"Tesla Motors, Inc.","Michael J. Baldwin, Madan Gopal, Yih-Charng Deng",2013-05-01,2013-05-01,2014-11-06,,https://patents.google.com/patent/US20140326351A1/en,https://patentimages.storage.googleapis.com/84/78/9f/fbd3e43c55975f/US20140326351A1-20141106-D00000.png
